"state","with_kids","low_income","month","n_snap","month_num"
"District of Columbia",0,NA,"january",2413.70933055111,1
"District of Columbia",0,NA,"july",3725.71530954433,7
"District of Columbia",0,NA,"june",3410.36004904756,6
"District of Columbia",0,NA,"march",2483.01128096222,3
"District of Columbia",0,NA,"may",3207.99531597678,5
"District of Columbia",0,NA,"november",4129.77767144667,11
"District of Columbia",0,NA,"october",2819.20716070667,10
"District of Columbia",0,NA,"september",3142.187711487,9
"District of Columbia",1,0,"april",3407.97880311233,4
"District of Columbia",1,0,"august",6588.14254051778,8
"District of Columbia",1,0,"december",919.430957215,12
"District of Columbia",1,0,"february",2425.17873098,2
"District of Columbia",1,0,"january",2270.60309584667,1
"District of Columbia",1,0,"july",6685.201076195,7
"District of Columbia",1,0,"june",5432.04600288389,6
"District of Columbia",1,0,"march",3055.36716276789,3
"District of Columbia",1,0,"may",3355.29368490456,5
"District of Columbia",1,0,"november",7984.94062949,11
"District of Columbia",1,0,"october",7669.548889765,10
"District of Columbia",1,0,"september",6734.28750925675,9
"District of Columbia",1,1,"april",15645.0388055419,4
"District of Columbia",1,1,"august",20265.583884953,8
"District of Columbia",1,1,"december",7774.9518687485,12
"District of Columbia",1,1,"february",13988.1885870308,2
"District of Columbia",1,1,"january",14475.0553183574,1
"District of Columbia",1,1,"july",18990.6550972886,7
"District of Columbia",1,1,"june",19194.870478623,6
"District of Columbia",1,1,"march",14661.6670841874,3
"District of Columbia",1,1,"may",17273.4067025241,5
"District of Columbia",1,1,"november",13924.0320870223,11
"District of Columbia",1,1,"october",16905.8346925412,10
"District of Columbia",1,1,"september",19423.2044507034,9
"District of Columbia",1,NA,"april",5954.86162024278,4
"District of Columbia",1,NA,"august",7646.36782238389,8
"District of Columbia",1,NA,"december",4355.349026875,12
"District of Columbia",1,NA,"february",4139.17001857278,2
"District of Columbia",1,NA,"january",4090.20954941056,1
"District of Columbia",1,NA,"july",8032.69646850611,7
"District of Columbia",1,NA,"june",7279.86570085611,6
"District of Columbia",1,NA,"march",4996.60028455944,3
"District of Columbia",1,NA,"may",6529.21720549389,5
"District of Columbia",1,NA,"november",7366.64515225,11
"District of Columbia",1,NA,"october",7570.15328811833,10
"District of Columbia",1,NA,"september",6950.83952652712,9
"Florida",0,0,"april",184068.992486146,4
"Florida",0,0,"august",263460.560640919,8
"Florida",0,0,"december",139419.74646889,12
"Florida",0,0,"february",111410.379953368,2
"Florida",0,0,"january",110108.548475857,1
"Florida",0,0,"july",258332.211477522,7
"Florida",0,0,"june",252770.483764146,6
"Florida",0,0,"march",135144.382287646,3
"Florida",0,0,"may",236072.914634934,5
"Florida",0,0,"november",271069.0826922,11
"Florida",0,0,"october",235957.492644207,10
"Florida",0,0,"september",280186.047303286,9
"Florida",0,1,"april",310331.555173234,4
"Florida",0,1,"august",341602.01326729,8
"Florida",0,1,"december",196311.68500599,12
"Florida",0,1,"february",246092.466047806,2
"Florida",0,1,"january",252905.40553917,1
"Florida",0,1,"july",347319.941130938,7
"Florida",0,1,"june",347178.484099976,6
"Florida",0,1,"march",272143.069565959,3
"Florida",0,1,"may",327221.06243706,5
"Florida",0,1,"november",337097.706102067,11
"Florida",0,1,"october",321973.936006077,10
"Florida",0,1,"september",330758.17416913,9
"Florida",0,NA,"april",129762.086649907,4
"Florida",0,NA,"august",156803.091299812,8
"Florida",0,NA,"december",107512.67648805,12
"Florida",0,NA,"february",100044.179203596,2
"Florida",0,NA,"january",96095.1572800955,1
"Florida",0,NA,"july",151164.643003923,7
"Florida",0,NA,"june",139579.232491823,6
"Florida",0,NA,"march",111111.952657296,3
"Florida",0,NA,"may",129407.649370057,5
"Florida",0,NA,"november",131132.191733487,11
"Florida",0,NA,"october",169040.81173976,10
"Florida",0,NA,"september",166915.370130931,9
"Florida",1,0,"april",80040.4646695911,4
"Florida",1,0,"august",125983.536872613,8
"Florida",1,0,"december",70865.72883515,12
"Florida",1,0,"february",50581.7672072544,2
"Florida",1,0,"january",51120.0696106622,1
"Florida",1,0,"july",121609.383131551,7
"Florida",1,0,"june",121388.733783859,6
"Florida",1,0,"march",60304.1761891678,3
"Florida",1,0,"may",109060.76669407,5
"Florida",1,0,"november",113414.061912977,11
"Florida",1,0,"october",102430.617461008,10
"Florida",1,0,"september",115888.490634664,9
"Florida",1,1,"april",480539.327351376,4
"Florida",1,1,"august",590962.952491148,8
"Florida",1,1,"december",175942.82818718,12
"Florida",1,1,"february",376471.805600548,2
"Florida",1,1,"january",380897.20326587,1
"Florida",1,1,"july",582070.32202246,7
"Florida",1,1,"june",582994.933207742,6
"Florida",1,1,"march",443902.886409272,3
"Florida",1,1,"may",522634.578645241,5
"Florida",1,1,"november",489045.937512687,11
"Florida",1,1,"october",481189.026056305,10
"Florida",1,1,"september",579125.73857485,9
"Florida",1,NA,"april",199609.293424917,4
"Florida",1,NA,"august",250265.51860959,8
"Florida",1,NA,"december",54247.0268128,12
"Florida",1,NA,"february",127687.007521549,2
"Florida",1,NA,"january",130159.23683162,1
"Florida",1,NA,"july",235764.448951612,7
"Florida",1,NA,"june",232091.104013154,6
"Florida",1,NA,"march",176738.223531842,3
"Florida",1,NA,"may",210996.56327473,5
"Florida",1,NA,"november",216538.661314433,11
"Florida",1,NA,"october",207176.94112645,10
"Florida",1,NA,"september",225698.579243988,9
"Georgia",0,0,"april",69788.2840585211,4
"Georgia",0,0,"august",89073.7841255667,8
"Georgia",0,0,"december",102020.80290611,12
"Georgia",0,0,"february",50440.2422499222,2
"Georgia",0,0,"january",45739.7548377111,1
"Georgia",0,0,"july",89066.3873714567,7
"Georgia",0,0,"june",80385.4305636356,6
"Georgia",0,0,"march",54642.0020376889,3
"Georgia",0,0,"may",80421.4751558667,5
"Georgia",0,0,"november",85009.5871691033,11
"Georgia",0,0,"october",91996.26235218,10
"Georgia",0,0,"september",89463.2051494437,9
"Georgia",0,1,"april",105779.420976592,4
"Georgia",0,1,"august",115867.275832461,8
"Georgia",0,1,"december",75532.39776995,12
"Georgia",0,1,"february",84641.8896759655,2
"Georgia",0,1,"january",85957.2073393833,1
"Georgia",0,1,"july",114542.094941547,7
"Georgia",0,1,"june",108173.958132963,6
"Georgia",0,1,"march",97346.9912690878,3
"Georgia",0,1,"may",110815.297526396,5
"Georgia",0,1,"november",130214.52789606,11
"Georgia",0,1,"october",104706.547464777,10
"Georgia",0,1,"september",106865.80528815,9
"Georgia",0,NA,"april",36065.1085321889,4
"Georgia",0,NA,"august",37163.33637568,8
"Georgia",0,NA,"december",17251.9747994,12
"Georgia",0,NA,"february",24361.676769075,2
"Georgia",0,NA,"january",23190.6209021175,1
"Georgia",0,NA,"july",37057.5897270667,7
"Georgia",0,NA,"june",49066.2030785667,6
"Georgia",0,NA,"march",28114.1770590333,3
"Georgia",0,NA,"may",34676.93285,5
"Georgia",0,NA,"november",22273.9444562333,11
"Georgia",0,NA,"october",32429.1806857833,10
"Georgia",0,NA,"september",35815.3448944775,9
"Georgia",1,0,"april",44811.0206586753,4
"Georgia",1,0,"august",62917.5119214553,8
"Georgia",1,0,"december",62077.94683185,12
"Georgia",1,0,"february",30623.9839457344,2
"Georgia",1,0,"january",30247.8828804389,1
"Georgia",1,0,"july",57293.2669870209,7
"Georgia",1,0,"june",52597.962690622,6
"Georgia",1,0,"march",37066.7482376212,3
"Georgia",1,0,"may",48556.3316609687,5
"Georgia",1,0,"november",70472.159790877,11
"Georgia",1,0,"october",47866.979625708,10
"Georgia",1,0,"september",58307.062334721,9
"Georgia",1,1,"april",234529.926532982,4
"Georgia",1,1,"august",286040.035887461,8
"Georgia",1,1,"december",180914.34945383,12
"Georgia",1,1,"february",176499.858705951,2
"Georgia",1,1,"january",177565.070292578,1
"Georgia",1,1,"july",285425.586840386,7
"Georgia",1,1,"june",264713.64694288,6
"Georgia",1,1,"march",195749.689858697,3
"Georgia",1,1,"may",249246.357383764,5
"Georgia",1,1,"november",266373.176606973,11
"Georgia",1,1,"october",250092.258872405,10
"Georgia",1,1,"september",280478.067529073,9
"Georgia",1,NA,"april",124189.285943108,4
"Georgia",1,NA,"august",133988.350388106,8
"Georgia",1,NA,"december",22641.36997586,12
"Georgia",1,NA,"february",97429.3957127211,2
"Georgia",1,NA,"january",95335.5174804656,1
"Georgia",1,NA,"july",136558.275445821,7
"Georgia",1,NA,"june",136546.647555744,6
"Georgia",1,NA,"march",110436.326756143,3
"Georgia",1,NA,"may",122337.908670541,5
"Georgia",1,NA,"november",81941.4249905067,11
"Georgia",1,NA,"october",117995.809008397,10
"Georgia",1,NA,"september",140058.119411475,9
"Hawaii",0,0,"april",10585.652106642,4
"Hawaii",0,0,"august",11350.1423352009,8
"Hawaii",0,0,"december",4730.65991581,12
"Hawaii",0,0,"february",5195.61863717444,2
"Hawaii",0,0,"january",5611.3972798325,1
"Hawaii",0,0,"july",11234.663704862,7
"Hawaii",0,0,"june",11449.5771976731,6
"Hawaii",0,0,"march",6380.20788037222,3
"Hawaii",0,0,"may",10726.1082593731,5
"Hawaii",0,0,"november",8388.50684712667,11
"Hawaii",0,0,"october",12582.7088718967,10
"Hawaii",0,0,"september",9951.43035824225,9
"Hawaii",0,1,"april",16521.0132671502,4
"Hawaii",0,1,"august",20298.7420492091,8
"Hawaii",0,1,"december",9984.518410615,12
"Hawaii",0,1,"february",14198.5943626202,2
"Hawaii",0,1,"january",15336.2647653517,1
"Hawaii",0,1,"july",18743.6354207036,7
"Hawaii",0,1,"june",18740.6530038369,6
"Hawaii",0,1,"march",15445.7484579936,3
"Hawaii",0,1,"may",17748.2109131292,5
"Hawaii",0,1,"november",21345.55650323,11
"Hawaii",0,1,"october",18448.5025642003,10
"Hawaii",0,1,"september",21200.7041609065,9
"Hawaii",0,NA,"april",2815.63813532222,4
"Hawaii",0,NA,"august",3562.58819341,8
"Hawaii",0,NA,"december",6225.83903433,12
"Hawaii",0,NA,"february",2814.7614124675,2
"Hawaii",0,NA,"january",2814.7614124675,1
"Hawaii",0,NA,"july",3239.04542891788,7
"Hawaii",0,NA,"june",2982.78468006,6
"Hawaii",0,NA,"march",2699.77281567222,3
"Hawaii",0,NA,"may",2937.13931925222,5
"Hawaii",0,NA,"november",6309.02947304333,11
"Hawaii",0,NA,"october",4679.0449821175,10
"Hawaii",0,NA,"september",3507.55655671,9
"Hawaii",1,0,"april",5958.68887366111,4
"Hawaii",1,0,"august",10678.2762855111,8
"Hawaii",1,0,"december",9534.726939225,12
"Hawaii",1,0,"february",4109.05725888375,2
"Hawaii",1,0,"january",3888.41178085625,1
"Hawaii",1,0,"july",8419.29387011778,7
"Hawaii",1,0,"june",7097.56685897778,6
"Hawaii",1,0,"march",4984.21659687111,3
"Hawaii",1,0,"may",6265.83152400333,5
"Hawaii",1,0,"november",10930.7688407,11
"Hawaii",1,0,"october",10171.289752775,10
"Hawaii",1,0,"september",8678.36535341375,9
"Hawaii",1,1,"april",23990.6616903549,4
"Hawaii",1,1,"august",27662.7398150282,8
"Hawaii",1,1,"december",20427.15900536,12
"Hawaii",1,1,"february",20268.0062601227,2
"Hawaii",1,1,"january",20401.9735013993,1
"Hawaii",1,1,"july",25524.4864135549,7
"Hawaii",1,1,"june",25174.7926545916,6
"Hawaii",1,1,"march",25093.7055818938,3
"Hawaii",1,1,"may",24731.4841506238,5
"Hawaii",1,1,"november",34896.8108754767,11
"Hawaii",1,1,"october",34200.6767815067,10
"Hawaii",1,1,"september",28744.7370143855,9
"Hawaii",1,NA,"april",12802.8242340878,4
"Hawaii",1,NA,"august",15720.56332095,8
"Hawaii",1,NA,"december",9488.32233941,12
"Hawaii",1,NA,"february",10610.1171544489,2
"Hawaii",1,NA,"january",11709.22876527,1
"Hawaii",1,NA,"july",16352.9400585878,7
"Hawaii",1,NA,"june",15874.94371322,6
"Hawaii",1,NA,"march",11964.0515690889,3
"Hawaii",1,NA,"may",13964.1227215311,5
"Hawaii",1,NA,"november",18705.81032671,11
"Hawaii",1,NA,"october",13994.2298969617,10
"Hawaii",1,NA,"september",14927.3781993738,9
"Idaho",0,0,"april",3871.26128031222,4
"Idaho",0,0,"august",4154.64711148222,8
"Idaho",0,0,"december",3197.9323677,12
"Idaho",0,0,"february",3180.40571785667,2
"Idaho",0,0,"january",3192.92963056222,1
"Idaho",0,0,"july",3944.40317701333,7
"Idaho",0,0,"june",4066.85725328667,6
"Idaho",0,0,"march",3359.78292160778,3
"Idaho",0,0,"may",3862.55295050333,5
"Idaho",0,0,"november",3794.80884560333,11
"Idaho",0,0,"october",3998.64395758833,10
"Idaho",0,0,"september",4314.8471546225,9
"Idaho",0,1,"april",15509.5220657674,4
"Idaho",0,1,"august",17950.5295835086,8
"Idaho",0,1,"december",18761.033206675,12
"Idaho",0,1,"february",14405.7320454114,2
"Idaho",0,1,"january",14242.5472921737,1
"Idaho",0,1,"july",16615.7941492041,7
"Idaho",0,1,"june",17337.2876616741,6
"Idaho",0,1,"march",14859.7630854192,3
"Idaho",0,1,"may",16847.7999061508,5
"Idaho",0,1,"november",22275.0151552033,11
"Idaho",0,1,"october",18328.9629698333,10
"Idaho",0,1,"september",18083.3291793093,9
"Idaho",0,NA,"april",3263.28991392444,4
"Idaho",0,NA,"august",3539.31271796889,8
"Idaho",0,NA,"december",2899.52957495,12
"Idaho",0,NA,"february",3506.34859331625,2
"Idaho",0,NA,"january",3395.07600834375,1
"Idaho",0,NA,"july",3344.17392413556,7
"Idaho",0,NA,"june",3323.50202412444,6
"Idaho",0,NA,"march",3263.28991392444,3
"Idaho",0,NA,"may",3306.23599753222,5
"Idaho",0,NA,"november",4981.71788042667,11
"Idaho",0,NA,"october",3375.657834685,10
"Idaho",0,NA,"september",3291.903148125,9
"Idaho",1,0,"april",5333.82702783,4
"Idaho",1,0,"august",6236.77744498333,8
"Idaho",1,0,"december",4610.4581704,12
"Idaho",1,0,"february",4178.66839010556,2
"Idaho",1,0,"january",4178.66839010556,1
"Idaho",1,0,"july",6221.33882742111,7
"Idaho",1,0,"june",5650.24946002333,6
"Idaho",1,0,"march",4887.77178988111,3
"Idaho",1,0,"may",5703.42766273222,5
"Idaho",1,0,"november",6419.90150144,11
"Idaho",1,0,"october",7406.6497721,10
"Idaho",1,0,"september",7774.44025022675,9
"Idaho",1,1,"april",28515.6835651112,4
"Idaho",1,1,"august",33385.7893650234,8
"Idaho",1,1,"december",32892.5269100655,12
"Idaho",1,1,"february",24862.9246648968,2
"Idaho",1,1,"january",25546.1128343212,1
"Idaho",1,1,"july",32303.3077970034,7
"Idaho",1,1,"june",30150.7773500946,6
"Idaho",1,1,"march",26635.6305786568,3
"Idaho",1,1,"may",29172.7725845834,5
"Idaho",1,1,"november",44992.1747797507,11
"Idaho",1,1,"october",38649.7050782387,10
"Idaho",1,1,"september",38397.0514414739,9
"Idaho",1,NA,"april",8842.81261671667,4
"Idaho",1,NA,"august",10488.7275275222,8
"Idaho",1,NA,"december",5168.4981313,12
"Idaho",1,NA,"february",6383.49457622778,2
"Idaho",1,NA,"january",6827.43444408778,1
"Idaho",1,NA,"july",10198.5623983956,7
"Idaho",1,NA,"june",8939.67882240333,6
"Idaho",1,NA,"march",7568.31126197,3
"Idaho",1,NA,"may",8851.75682944111,5
"Idaho",1,NA,"november",6646.79999383,11
"Idaho",1,NA,"october",7367.05959828833,10
"Idaho",1,NA,"september",9848.4241908725,9
"Illinois",0,0,"april",77724.6301084484,4
"Illinois",0,0,"august",102005.018134295,8
"Illinois",0,0,"december",57088.08591237,12
"Illinois",0,0,"february",55795.8997288,2
"Illinois",0,0,"january",55572.7647575689,1
"Illinois",0,0,"july",95172.2035651951,7
"Illinois",0,0,"june",90208.8294160707,6
"Illinois",0,0,"march",62363.5457794556,3
"Illinois",0,0,"may",87396.4172253184,5
"Illinois",0,0,"november",93563.75309609,11
"Illinois",0,0,"october",113057.191063773,10
"Illinois",0,0,"september",101921.872083098,9
"Illinois",0,1,"april",161057.5249385,4
"Illinois",0,1,"august",173842.520420379,8
"Illinois",0,1,"december",68498.31245684,12
"Illinois",0,1,"february",134784.078722095,2
"Illinois",0,1,"january",135764.365258425,1
"Illinois",0,1,"july",172150.047199175,7
"Illinois",0,1,"june",166916.167066755,6
"Illinois",0,1,"march",153389.287390347,3
"Illinois",0,1,"may",166522.254230666,5
"Illinois",0,1,"november",163035.829511757,11
"Illinois",0,1,"october",174655.803011694,10
"Illinois",0,1,"september",172918.752437782,9
"Illinois",0,NA,"april",56173.0965626933,4
"Illinois",0,NA,"august",66942.09761896,8
"Illinois",0,NA,"december",50273.57209765,12
"Illinois",0,NA,"february",51638.0221092044,2
"Illinois",0,NA,"january",53540.6536496822,1
"Illinois",0,NA,"july",62202.0799998044,7
"Illinois",0,NA,"june",58193.8934161156,6
"Illinois",0,NA,"march",58069.1704443156,3
"Illinois",0,NA,"may",59799.0618839044,5
"Illinois",0,NA,"november",99801.677137,11
"Illinois",0,NA,"october",70159.48064315,10
"Illinois",0,NA,"september",66347.993394775,9
"Illinois",1,0,"april",61587.6833717378,4
"Illinois",1,0,"august",86809.56971067,8
"Illinois",1,0,"december",163660.57786111,12
"Illinois",1,0,"february",46269.8467845067,2
"Illinois",1,0,"january",46521.6782967178,1
"Illinois",1,0,"july",80922.7476263611,7
"Illinois",1,0,"june",74221.8807576878,6
"Illinois",1,0,"march",56348.84286836,3
"Illinois",1,0,"may",65151.40637432,5
"Illinois",1,0,"november",110995.660269437,11
"Illinois",1,0,"october",90325.2831529267,10
"Illinois",1,0,"september",89386.8784297075,9
"Illinois",1,1,"april",256193.850793968,4
"Illinois",1,1,"august",294493.992617473,8
"Illinois",1,1,"december",145001.31930482,12
"Illinois",1,1,"february",212611.274677257,2
"Illinois",1,1,"january",215882.15063256,1
"Illinois",1,1,"july",278375.382727188,7
"Illinois",1,1,"june",271961.30362078,6
"Illinois",1,1,"march",238836.476476161,3
"Illinois",1,1,"may",269015.980218692,5
"Illinois",1,1,"november",288085.927113943,11
"Illinois",1,1,"october",275266.014913533,10
"Illinois",1,1,"september",282418.856091972,9
"Illinois",1,NA,"april",118156.9082544,4
"Illinois",1,NA,"august",130512.294194947,8
"Illinois",1,NA,"december",79268.9320794,12
"Illinois",1,NA,"february",88673.2843175778,2
"Illinois",1,NA,"january",90684.3889803222,1
"Illinois",1,NA,"july",131353.155590902,7
"Illinois",1,NA,"june",133703.916597647,6
"Illinois",1,NA,"march",101151.903933467,3
"Illinois",1,NA,"may",130866.221946069,5
"Illinois",1,NA,"november",156638.969425633,11
"Illinois",1,NA,"october",126094.200349117,10
"Illinois",1,NA,"september",126804.699967063,9
"Indiana",0,0,"april",23070.0380469989,4
"Indiana",0,0,"august",28340.3685843111,8
"Indiana",0,0,"december",26450.82711285,12
"Indiana",0,0,"february",17777.5338155256,2
"Indiana",0,0,"january",18087.3117651178,1
"Indiana",0,0,"july",26077.9817239667,7
"Indiana",0,0,"june",23428.9960222778,6
"Indiana",0,0,"march",21334.4449110811,3
"Indiana",0,0,"may",23322.6892804889,5
"Indiana",0,0,"november",39631.21680346,11
"Indiana",0,0,"october",23829.32171661,10
"Indiana",0,0,"september",29363.575719715,9
"Indiana",0,1,"april",74627.1088297421,4
"Indiana",0,1,"august",81019.6280303565,8
"Indiana",0,1,"december",60537.38187226,12
"Indiana",0,1,"february",65746.5056203477,2
"Indiana",0,1,"january",61135.4600087777,1
"Indiana",0,1,"july",83863.9421543743,7
"Indiana",0,1,"june",84815.1361855077,6
"Indiana",0,1,"march",70288.0941364143,3
"Indiana",0,1,"may",79724.2185090188,5
"Indiana",0,1,"november",107477.682454037,11
"Indiana",0,1,"october",80504.1375626417,10
"Indiana",0,1,"september",78127.6602017562,9
"Indiana",0,NA,"april",10895.7606419263,4
"Indiana",0,NA,"august",11777.5218381533,8
"Indiana",0,NA,"december",18489.399447,12
"Indiana",0,NA,"february",9484.94629053875,2
"Indiana",0,NA,"january",9484.94629053875,1
"Indiana",0,NA,"july",11644.3781494978,7
"Indiana",0,NA,"june",12210.3673005422,6
"Indiana",0,NA,"march",11949.9565621638,3
"Indiana",0,NA,"may",11535.4949481887,5
"Indiana",0,NA,"november",31606.6399602,11
"Indiana",0,NA,"october",19402.6272079167,10
"Indiana",0,NA,"september",16883.7136415475,9
"Indiana",1,0,"april",16935.8978131689,4
"Indiana",1,0,"august",19849.21063173,8
"Indiana",1,0,"december",24098.21959962,12
"Indiana",1,0,"february",12759.2438710778,2
"Indiana",1,0,"january",11626.5047018556,1
"Indiana",1,0,"july",17832.6841207544,7
"Indiana",1,0,"june",17212.0656480344,6
"Indiana",1,0,"march",14289.4336890533,3
"Indiana",1,0,"may",16097.5785718833,5
"Indiana",1,0,"november",16514.7662656587,11
"Indiana",1,0,"october",18306.9090378517,10
"Indiana",1,0,"september",20320.9247653037,9
"Indiana",1,1,"april",100816.221360873,4
"Indiana",1,1,"august",123846.190041013,8
"Indiana",1,1,"december",49468.81737449,12
"Indiana",1,1,"february",88007.8333025911,2
"Indiana",1,1,"january",85861.1788032578,1
"Indiana",1,1,"july",109557.315022372,7
"Indiana",1,1,"june",109422.440425879,6
"Indiana",1,1,"march",97503.8391384389,3
"Indiana",1,1,"may",105243.657795714,5
"Indiana",1,1,"november",134660.22281379,11
"Indiana",1,1,"october",105675.586181993,10
"Indiana",1,1,"september",109224.133845777,9
"Indiana",1,NA,"april",33562.2217526644,4
"Indiana",1,NA,"august",38683.94753752,8
"Indiana",1,NA,"december",12028.37656615,12
"Indiana",1,NA,"february",27935.1684119944,2
"Indiana",1,NA,"january",27556.4925118278,1
"Indiana",1,NA,"july",42578.0798800089,7
"Indiana",1,NA,"june",40047.2016474756,6
"Indiana",1,NA,"march",30993.7439712167,3
"Indiana",1,NA,"may",38188.65002662,5
"Indiana",1,NA,"november",45575.2927864367,11
"Indiana",1,NA,"october",43857.9057005183,10
"Indiana",1,NA,"september",43567.8790484325,9
"Iowa",0,0,"april",9812.60298439555,4
"Iowa",0,0,"august",12658.2383183978,8
"Iowa",0,0,"december",10735.408961005,12
"Iowa",0,0,"february",9172.02701192667,2
"Iowa",0,0,"january",9329.394770125,1
"Iowa",0,0,"july",14274.13676937,7
"Iowa",0,0,"june",11155.5590958512,6
"Iowa",0,0,"march",9208.53665026778,3
"Iowa",0,0,"may",9957.09128838444,5
"Iowa",0,0,"november",18552.4333922533,11
"Iowa",0,0,"october",14708.26067516,10
"Iowa",0,0,"september",12530.2370242075,9
"Iowa",0,1,"april",36412.8702103033,4
"Iowa",0,1,"august",41237.05448878,8
"Iowa",0,1,"december",27779.31514238,12
"Iowa",0,1,"february",34288.6994213456,2
"Iowa",0,1,"january",35382.3447134611,1
"Iowa",0,1,"july",40133.8931609511,7
"Iowa",0,1,"june",39350.4721632889,6
"Iowa",0,1,"march",36677.7298174178,3
"Iowa",0,1,"may",40149.6590838444,5
"Iowa",0,1,"november",46667.0494318,11
"Iowa",0,1,"october",45634.18778492,10
"Iowa",0,1,"september",44202.683189255,9
"Iowa",0,NA,"april",9082.99532348555,4
"Iowa",0,NA,"august",10879.2071336833,8
"Iowa",0,NA,"december",1213.1365179,12
"Iowa",0,NA,"february",7862.64997315444,2
"Iowa",0,NA,"january",7562.24449169889,1
"Iowa",0,NA,"july",10286.5436274333,7
"Iowa",0,NA,"june",10347.81256964,6
"Iowa",0,NA,"march",8303.83254733,3
"Iowa",0,NA,"may",9190.48319327444,5
"Iowa",0,NA,"november",11956.3754094967,11
"Iowa",0,NA,"october",10746.59468121,10
"Iowa",0,NA,"september",12028.7547077675,9
"Iowa",1,0,"april",11257.47388747,4
"Iowa",1,0,"august",15297.3381949878,8
"Iowa",1,0,"december",11831.074744465,12
"Iowa",1,0,"february",9114.28330729889,2
"Iowa",1,0,"january",9347.86676892556,1
"Iowa",1,0,"july",14281.0583069267,7
"Iowa",1,0,"june",11792.7334623367,6
"Iowa",1,0,"march",10517.6634627567,3
"Iowa",1,0,"may",11380.5057592367,5
"Iowa",1,0,"november",24104.5656956433,11
"Iowa",1,0,"october",14789.409275045,10
"Iowa",1,0,"september",13428.1768547288,9
"Iowa",1,1,"april",50210.9746238056,4
"Iowa",1,1,"august",58656.1546897133,8
"Iowa",1,1,"december",33746.6953664,12
"Iowa",1,1,"february",45750.8350751011,2
"Iowa",1,1,"january",47842.8460127167,1
"Iowa",1,1,"july",50768.3674231544,7
"Iowa",1,1,"june",48655.1412005789,6
"Iowa",1,1,"march",48061.2875066333,3
"Iowa",1,1,"may",49854.0168876222,5
"Iowa",1,1,"november",82459.0465052167,11
"Iowa",1,1,"october",63354.0882922633,10
"Iowa",1,1,"september",60411.70915662,9
"Iowa",1,NA,"april",12894.0029432744,4
"Iowa",1,NA,"august",14624.79677117,8
"Iowa",1,NA,"december",14613.0624157,12
"Iowa",1,NA,"february",13836.7339478275,2
"Iowa",1,NA,"january",14004.6631556263,1
"Iowa",1,NA,"july",15949.3073059422,7
"Iowa",1,NA,"june",14484.7400638578,6
"Iowa",1,NA,"march",12992.2132506111,3
"Iowa",1,NA,"may",13386.9695838144,5
"Iowa",1,NA,"november",22444.2472783633,11
"Iowa",1,NA,"october",17470.766848756,10
"Iowa",1,NA,"september",14467.1420158313,9
"Kansas",0,0,"april",4420.23480006222,4
"Kansas",0,0,"august",5389.41256677111,8
"Kansas",0,0,"december",5232.6307585,12
"Kansas",0,0,"february",3976.18372726,2
"Kansas",0,0,"january",3943.87943393333,1
"Kansas",0,0,"july",5509.61309377556,7
"Kansas",0,0,"june",4927.27468234444,6
"Kansas",0,0,"march",4164.06536327333,3
"Kansas",0,0,"may",5003.31925172,5
"Kansas",0,0,"november",5398.08982013,11
"Kansas",0,0,"october",5892.99332483,10
"Kansas",0,0,"september",6159.5472519525,9
"Kansas",0,1,"april",20665.0532387767,4
"Kansas",0,1,"august",23260.0719799856,8
"Kansas",0,1,"december",12882.489144265,12
"Kansas",0,1,"february",18969.83652943,2
"Kansas",0,1,"january",19019.2331396589,1
"Kansas",0,1,"july",22590.6556200233,7
"Kansas",0,1,"june",22999.80780885,6
"Kansas",0,1,"march",19400.9440203222,3
"Kansas",0,1,"may",21653.1249206133,5
"Kansas",0,1,"november",27544.3728115267,11
"Kansas",0,1,"october",25957.9375944083,10
"Kansas",0,1,"september",24101.4339936138,9
"Kansas",0,NA,"april",5011.38746277,4
"Kansas",0,NA,"august",8839.67932885125,8
"Kansas",0,NA,"december",22605.37701029,12
"Kansas",0,NA,"february",4089.0297793575,2
"Kansas",0,NA,"january",4774.9322520575,1
"Kansas",0,NA,"july",9174.43078081375,7
"Kansas",0,NA,"june",5414.85472692,6
"Kansas",0,NA,"march",5382.877795895,3
"Kansas",0,NA,"may",5011.38746277,5
"Kansas",0,NA,"november",14528.04910143,11
"Kansas",0,NA,"october",11049.512400428,10
"Kansas",0,NA,"september",9733.53039976667,9
"Kansas",1,0,"april",4476.08921239625,4
"Kansas",1,0,"august",4929.55159199444,8
"Kansas",1,0,"december",3385.22804791,12
"Kansas",1,0,"february",3309.19636245286,2
"Kansas",1,0,"january",3309.19636245286,1
"Kansas",1,0,"july",5574.11028018778,7
"Kansas",1,0,"june",4769.10058024778,6
"Kansas",1,0,"march",4319.38425152714,3
"Kansas",1,0,"may",4379.91891655778,5
"Kansas",1,0,"november",8144.51062713667,11
"Kansas",1,0,"october",5779.419690345,10
"Kansas",1,0,"september",5653.8955186025,9
"Kansas",1,1,"april",28671.1826582878,4
"Kansas",1,1,"august",35622.20840782,8
"Kansas",1,1,"december",27038.835316735,12
"Kansas",1,1,"february",23100.3982731922,2
"Kansas",1,1,"january",21651.4707064233,1
"Kansas",1,1,"july",32988.1290053378,7
"Kansas",1,1,"june",31763.7223244867,6
"Kansas",1,1,"march",25421.8782824089,3
"Kansas",1,1,"may",29470.7849666356,5
"Kansas",1,1,"november",45171.90520464,11
