"t","month","month_num","state","with_kids","low_income","n_hungry","n_fi","n_nonconf","sufficiency_respondents","confidence_respondents","n_snap","pebt","bach_or_higher","highschool_degree","no_highschool_degree","some_college","asian","black","latino","other","white","people"
5,"june",6,"Delaware",0,0,12460.6535089035,46546.2607271866,127517.198723477,321631.749888043,330527.101267939,4865.95914712178,1,152296.000085468,99010.818857785,4379.80235154,65945.1285932501,5488.3923672375,51202.7822010945,9852.74729115645,5277.797252129,249810.030776425,330527.101267939
5,"june",6,"Delaware",0,1,10418.3285614295,20969.8671710668,46873.592714419,61521.715214006,61521.715214006,8123.628133092,1,12068.9013894435,29425.647045695,1152.70539342,18874.4613854475,1061.015162994,18750.637848799,5755.4530215935,2813.2755758745,33141.333604745,61521.715214006
5,"june",6,"Delaware",0,NA,2730.103756176,9299.97430582868,15036.9219267145,58707.580931927,39460.0416480365,2297.65064901444,1,17337.6073735145,31091.381095495,184.394337685,10094.1981252325,2004.105327499,12513.9851673755,2934.4026742675,3484.795499781,37770.292263004,67450.022407422
5,"june",6,"Delaware",1,0,13695.1084648055,46613.0413448487,74816.115154106,150697.27208495,150697.27208495,6982.39017701589,1,69656.330332034,52563.04486959,5207.830923115,23270.065960211,3510.5109638115,26613.0278062805,14883.266360745,5007.5792169285,100682.887737185,150697.27208495
5,"june",6,"Delaware",1,1,14042.5229506055,31751.0416929742,68562.304662151,81383.8859135195,80415.9961856395,18845.5790786998,1,11223.0045566645,46908.00114619,12952.761384855,10300.11882581,2079.162486309,25339.287886559,23756.5467250785,3355.166736815,26853.722078758,81383.8859135195
5,"june",6,"Delaware",1,NA,10046.9798783365,18250.1759638012,21767.1056921275,46480.481343125,32047.0651577435,6708.56809221111,1,7445.089236224,20412.6496427,4614.267449485,14008.475014716,2034.480286524,14642.3363822855,2556.3980821095,6701.86307786,20545.403514346,63057.003112091
5,"june",6,"District of Columbia",0,0,14655.469996418,33476.2101290647,75244.3501148115,290120.163085431,293378.649227396,4065.28791407233,0,229215.898380595,23893.7537974,3113.24064506,33897.270262375,18339.511049264,79691.67440702,31954.9777500885,11240.0977246675,148893.90215439,293475.284190491
5,"june",6,"District of Columbia",0,1,16747.235122353,19292.316790179,37433.482941115,47070.274696301,47674.115604341,9093.66062359956,0,14261.158476135,26236.71818488,669.619328735,5902.778706551,20.0376257285,39322.7011039295,2806.957044283,874.1383648375,4046.4405575225,47674.115604341
5,"june",6,"District of Columbia",0,NA,3327.338349191,6030.09939831881,12005.6790422355,27726.458104927,21192.198347974,3410.36004904756,0,18081.234477712,5885.534011335,696.06127595,3063.62833993,661.6860791725,13566.3202726585,2760.557177519,342.4050647135,10395.4895108635,36122.332545629
5,"june",6,"District of Columbia",1,0,606.0383877635,9143.16422279176,19486.595994865,72022.3977529175,72060.9392199045,5432.04600288389,0,52170.912494528,2973.58781228,214.297872495,16663.5995736145,1003.239661822,20326.707619363,4086.6414556255,783.9706666885,45821.8383494185,72060.9392199045
5,"june",6,"District of Columbia",1,1,31424.308692371,33085.0380700836,46562.3426422645,48751.6474395545,50577.3411344595,19194.870478623,0,2610.014289585,21046.71101396,12610.0410929,12484.8810431095,367.2831945835,36351.482827843,8158.0615757,2768.4584891635,1106.3613522645,50577.3411344595
5,"june",6,"District of Columbia",1,NA,4934.351556882,9154.33380101648,12806.601908884,36984.4998692625,18098.002619516,7279.86570085611,0,6180.218536767,24447.62133359,3309.58489177,3047.0751071355,373.245521989,27908.037272392,4905.458546981,616.9452810925,3180.813246808,42724.987305667
5,"june",6,"Florida",0,0,454898.517106803,1214600.39991194,3073347.98876456,7102895.61607626,7137820.4393202,252770.483764146,1,3504753.7022301,1469021.46784252,474140.02739761,1654980.41860604,111587.22985373,526440.118781432,1265874.53574058,215591.089824821,4983402.6418757,7141409.76285903
5,"june",6,"Florida",0,1,466364.43780499,774687.505810259,1817777.74385367,2156767.50408823,2160763.36790726,347178.484099976,1,506549.16105428,931189.87895111,267038.68036267,451989.783720174,32559.599059659,443233.94333212,661483.45308722,61753.0546871405,957737.453922095,2161103.34123978
5,"june",6,"Florida",0,NA,97921.632491355,271956.935580777,525829.009742939,1325241.88232006,940389.072164667,139579.232491823,1,450532.859835893,375279.57628233,215630.3749373,283799.071264539,21217.9198655805,173303.30835988,343671.19029251,17471.68220338,769577.781598712,1538194.21697269
5,"june",6,"Florida",1,0,158609.815503929,641041.558595187,1490605.77659172,2627235.96938348,2627500.36839019,121388.733783859,1,1232905.80687255,700950.630373575,197074.2468605,496305.285276858,50374.394605045,401308.142600634,594384.409676853,77057.30998105,1504111.7125199,2627500.36839019
5,"june",6,"Florida",1,1,604861.132730258,1034231.44357164,2017327.43571179,2263205.35307092,2297127.02900166,582994.933207742,1,348440.105846759,956473.15247236,457069.851033825,501222.243717975,30571.01859313,458439.55225562,945562.614247585,80454.604016083,748177.563958501,2297668.09944851
5,"june",6,"Florida",1,NA,145587.6446738,369438.041056388,659959.265593026,1156095.8912244,848663.040329216,232091.104013154,1,208101.027759521,402331.287980335,364225.42589025,181438.14959429,36794.689999825,360103.449568205,377758.092576775,16403.94496135,365035.714118241,1319509.21107411
5,"june",6,"Georgia",0,0,115139.483871181,461626.356457269,1424482.77193186,2831919.57137153,2838849.61697842,80385.4305636356,0,1407651.8561762,712903.07687013,120399.79911545,590964.839209755,117549.761712557,673791.912533839,130239.451501152,59536.6185186695,1850801.82710531,2838849.61697842
5,"june",6,"Georgia",0,1,353351.627128068,536209.186308944,1097908.91462962,1355039.15270409,1362858.38793359,108173.958132963,0,299883.763921203,659552.843618445,158550.76932125,237051.775843187,25645.500498345,358487.546782039,112503.116514497,33241.0371189285,825161.951790277,1362858.38793359
5,"june",6,"Georgia",0,NA,45613.48320415,112152.584445389,169310.239528425,484049.79872202,297203.740724701,49066.2030785667,0,129976.493419485,216593.00038762,17653.42493905,119826.879975865,11517.690888515,143815.850695315,14544.240165375,13631.266729045,300540.75024377,554842.604637381
5,"june",6,"Georgia",1,0,99903.683158455,307646.196598849,728683.376931334,1337072.18699021,1337731.29328231,52597.962690622,0,743211.015089795,177932.251958065,80842.8645238,335086.055418554,70975.7855374875,386244.2736792,98947.378863905,65174.435967547,715730.312942074,1337731.29328231
5,"june",6,"Georgia",1,1,232229.41516248,469622.278012354,1171195.2780117,1294196.38901647,1294889.27239307,264713.64694288,0,193755.029815011,487197.189466305,335529.47168324,277714.69805191,28080.76932286,615922.71917214,272888.890811515,26959.732100725,350344.277609226,1295137.30695082
5,"june",6,"Georgia",1,NA,67340.85466959,129953.296536526,195117.367651825,461156.25180415,295274.54650708,136546.647555744,0,115137.25315963,160343.78621552,57078.24276075,128596.96966825,8522.78988062,191745.595978295,33977.218533455,24141.379481785,202769.267929995,566563.79020966
5,"june",6,"Hawaii",0,0,9556.2124879645,43953.1026612006,179592.254420583,455717.688703687,458087.706095538,11449.5771976731,1,233248.554635987,135164.896748995,8466.06930332,78838.1680153851,209969.853973723,1935.590756802,39942.0893401196,92201.1995093825,111668.955123659,458281.148608818
5,"june",6,"Hawaii",0,1,8699.938548244,26115.8023045555,97164.5186008615,129175.852723112,129356.687513097,18740.6530038369,1,28105.780541789,43118.6187806995,31188.758820255,26762.694580368,61145.115834164,133.0639082915,9387.310419384,29407.3303380075,29103.0322232645,129745.076206511
5,"june",6,"Hawaii",0,NA,1858.160474406,11942.3311102691,32264.7972387685,68089.070054821,46599.264402321,2982.78468006,1,15688.334019627,34248.5789167785,1603.518894995,16548.6382234205,20259.1833510945,435.85465642,7077.5837329015,27421.9214327715,12894.5268816335,84974.5822913045
5,"june",6,"Hawaii",1,0,10521.215835815,28710.4620392473,74343.287903181,169478.234925017,169478.234925017,7097.56685897778,1,94227.8825437425,23488.982458095,3777.39350051,47983.9764226695,53574.2016343005,1671.1760565915,10545.0714033885,45656.559364782,58031.2264659545,169478.234925017
5,"june",6,"Hawaii",1,1,23195.334333533,40990.439601509,102483.9727477,126791.669584041,127693.106983851,25174.7926545916,1,32440.1700294161,48417.71646427,12554.97607241,33378.807017945,31855.938145212,2047.4530074,15606.0160322006,59934.406897875,17347.8555013535,127693.106983851
5,"june",6,"Hawaii",1,NA,19980.3284985655,31009.5232937847,62799.24937781,96961.7138114755,76979.7341734395,15874.94371322,1,25853.63051072,23523.18607985,6848.03395335,40736.8632675555,25857.768724866,494.04628903,8863.5642295695,51722.5438047885,10023.7907632215,103056.850984221
5,"june",6,"Idaho",0,0,10297.2645520175,61992.5602581482,187607.459622441,507708.457700167,508678.048286919,4066.85725328667,0,219123.740575932,135450.018145565,11521.276849395,141613.422129274,6151.5208530325,394.8396062475,24118.888421329,23658.509288874,453384.699530684,509449.843382319
5,"june",6,"Idaho",0,1,28783.615144211,48600.348475095,103074.418497985,148441.432483629,149004.407499628,17337.2876616741,0,31307.5270167985,50682.9317066,16440.304603265,50010.669156965,293.3532233285,770.889686255,26202.093858035,2792.3828825945,118382.712833415,149004.407499628
5,"june",6,"Idaho",0,NA,3725.26602173,19622.9840942122,52900.5309146255,120297.785860159,80936.368740006,3323.50202412444,0,24943.3400688955,58665.18770849,9846.206762025,26843.051320748,935.699442631,273.338004023,13776.559059075,1561.02850976,103751.16084467,137735.167389096
5,"june",6,"Idaho",1,0,12421.752567152,43419.5060288254,94293.2538505645,287632.903993952,288070.939194227,5650.24946002333,0,126453.616659602,76979.79935494,17034.717100265,67164.7708791445,451.262682161,124.499601825,37446.02184231,8073.358815254,241537.761052402,288070.939194227
5,"june",6,"Idaho",1,1,28897.8589651925,57032.0255892697,138763.705585268,176954.526783988,176742.746173739,30150.7773500946,0,27383.2092455555,80834.646181975,9822.16684717,58914.504509288,5128.256742765,2860.57555968,33479.3452997035,5803.8099163925,129682.539265447,176954.526783988
5,"june",6,"Idaho",1,NA,3755.9470245905,17282.7144504635,29907.6253192895,76750.469070734,57656.05233176,8939.67882240333,0,20371.899862524,23504.76919995,14364.04284512,18509.75716314,3627.783172131,2132.37149016,8572.45167354,1882.6932426,60535.169492303,81983.115751302
5,"june",6,"Illinois",0,0,196829.659897635,537214.894783617,1773494.58869243,3985706.84407414,3985843.36540981,90208.8294160707,0,2050797.14024728,1012616.11898018,138171.06461445,784122.520232236,190022.831946883,398367.783627019,388212.65270258,76184.475723653,2932919.100074,3986454.69536741
5,"june",6,"Illinois",0,1,149990.516397225,289112.911100445,824286.97329097,1026731.50550812,1026731.50550812,166916.167066755,0,183524.684560571,373802.04213465,136700.70949795,332704.069314946,44233.35101214,232568.58989286,163851.307537435,14503.662787025,571574.594278657,1026731.50550812
5,"june",6,"Illinois",0,NA,25798.580620045,99559.9242862156,192631.23669629,739092.635471722,463148.822168672,58193.8934161156,0,280372.105707937,281021.7919705,39586.9437927,138111.794000585,11782.16881333,73985.442102305,98873.34791253,16609.80213416,537841.874509397,861184.887868426
5,"june",6,"Illinois",1,0,73301.88319489,285805.069857417,812566.97090084,1795484.60575992,1792462.98406472,74221.8807576878,0,936074.563965939,465651.536904105,50454.0053884,343304.499501475,105060.805773721,160407.302799605,289021.042729745,35472.784445709,1205522.67001114,1795484.60575992
5,"june",6,"Illinois",1,1,250898.162854575,368337.972884111,994231.254239245,1177604.41876902,1183457.24964117,271961.30362078,0,200808.322128322,428270.02651591,226019.6087929,322506.46133189,141299.353356655,289577.165589095,349975.104113085,31863.65285615,364889.142854037,1183457.24964117
5,"june",6,"Illinois",1,NA,67112.15769213,130251.704741742,273283.22148634,633263.783026685,390556.196444615,133703.916597647,0,154402.995999945,144089.98957025,177696.20399925,157074.59345724,18411.88046043,101014.49411437,185515.065542675,27735.4721077,300586.87080151,693111.055857235
5,"june",6,"Indiana",0,0,114041.554786572,341429.718747881,814886.981084756,2035248.16075563,2036010.23253126,23428.9960222778,0,740441.075273596,755588.48967257,80917.87999625,458300.715813212,28393.28390919,86517.53368287,68777.930491793,76935.8387056925,1774623.57396608,2036010.23253126
5,"june",6,"Indiana",0,1,171836.32517232,259475.421886308,463821.503509518,617220.565265756,617227.108083514,84815.1361855077,0,84844.848959376,283802.78161841,97459.7933254,151113.14136257,9817.03351549,71895.645518,40474.28658298,21980.89648995,473052.703159336,617227.108083514
5,"june",6,"Indiana",0,NA,27185.194031955,71608.0928133992,110874.836386275,370600.914541285,241896.334954225,12210.3673005422,0,104315.39951361,132294.286976675,21772.67698275,112218.55106825,8043.64501945,38602.118459825,21052.291097205,1020.64049347,301882.219471335,410777.780301645
5,"june",6,"Indiana",1,0,53193.907447045,221119.318365951,449036.709135332,982854.325845198,983847.008888198,17212.0656480344,0,535594.38722404,263655.90736468,17674.6010984,165929.430158078,17310.26939053,48261.128259338,85857.449466448,19203.90058607,812221.578142812,983847.008888198
5,"june",6,"Indiana",1,1,160320.91038314,249026.575490158,462323.139945525,575411.09432624,575411.09432624,109422.440425879,0,92477.92080519,213378.082130535,151833.28580645,117721.805584065,24773.982420995,117276.887709855,56424.884502405,12131.70766852,364803.632024465,575411.09432624
5,"june",6,"Indiana",1,NA,57282.990247645,105420.767213234,141167.581024944,345065.179168744,247204.530751389,40047.2016474756,0,85488.94942705,124367.688891625,53898.59810455,81309.942745519,11828.55908795,46753.91873617,29192.01513799,14140.1910715,243150.495135134,392276.775869154
5,"june",6,"Iowa",0,0,41062.26437525,162942.252970506,471984.647271647,1114895.2024226,1116088.59378106,11155.5590958512,0,444972.644045786,388044.36418817,14386.754059805,267491.440128839,10095.0544845315,11263.4680484345,14888.10178897,28731.010873775,1049917.56722689,1116088.59378106
5,"june",6,"Iowa",0,1,25409.951346485,55430.7174578328,162089.836024513,203091.763394745,203091.763394745,39350.4721632889,0,42410.1184775615,104181.741010015,3988.9620385,52510.9418686685,593.003375147,6942.055239075,4613.58863946,5018.962972695,185924.153168368,203091.763394745
5,"june",6,"Iowa",0,NA,11225.53267422,28611.0033400233,51326.0425066105,180940.973530359,128224.677765661,10347.81256964,0,59124.586072008,62080.642731325,20493.013931,39242.7307960255,758.8863145,6199.739008655,4047.152076255,2328.79004846,167606.406082488,200803.659050318
5,"june",6,"Iowa",1,0,6050.820777115,69634.9131007604,200784.251446253,455853.472018469,456338.651309444,11792.7334623367,0,236927.531093781,88107.68743222,32291.16624339,98527.087249077,11877.9487204905,15624.51941297,25346.17535588,9227.04479233,393777.783736798,456338.651309444
5,"june",6,"Iowa",1,1,44744.2260338065,97510.0881598577,186914.905977594,221906.775034335,224147.516361544,48655.1412005789,0,34255.1427367195,109706.156444655,13310.49796583,64634.97788713,0,26617.172976535,31540.822238345,7161.5441184265,156587.235701028,224147.516361544
5,"june",6,"Iowa",1,NA,16492.77680501,36855.1713533128,45344.153840015,126218.597976315,90980.51670481,14484.7400638578,0,44640.460370475,32442.129077785,17037.79396455,32098.214563505,2275.88133829,3804.591587885,21374.43419774,4210.89159995,94552.79925245,142434.816105158
5,"june",6,"Kansas",0,0,30838.1199863655,147852.075123345,352941.906180001,904840.443302823,905183.400882827,4927.27468234444,0,463605.019212384,223561.4335662,10574.59685665,207099.393667589,16030.41060906,30780.36395366,49689.586751846,23804.9630728925,784535.118915364,905327.865669132
5,"june",6,"Kansas",0,1,40409.3072886385,63711.3723314992,137242.361029211,202682.812461365,208685.36457802,22999.80780885,0,36670.2559049925,63588.453669555,34028.6912406,68395.411646218,976.411270885,13283.908433607,32440.2946424775,23733.8059502945,132248.392164102,208685.36457802
5,"june",6,"Kansas",0,NA,1520.3518530525,24962.1660663727,69130.140470184,157516.523481201,112947.763021829,5414.85472692,0,51887.9074126855,71319.54236745,4788.87272565,29520.200975415,1192.03579645,2572.955682115,7309.814215354,3428.050823645,143013.666963636,192267.682333098
5,"june",6,"Kansas",1,0,19063.340633623,85978.6989564692,193388.48045119,413802.343278121,413973.125180751,4769.10058024778,0,243378.891359201,71010.79019333,10553.47296888,88859.18875671,5936.707149485,33323.945132305,31035.047648232,16734.22161003,326772.421738069,413973.125180751
5,"june",6,"Kansas",1,1,37460.8021513,107299.855090051,204297.758205849,270102.274311679,270102.274311679,31763.7223244867,0,51939.853155317,122093.600628155,33717.95077789,62350.869750317,887.465945005,12299.887055995,60134.85093122,25781.053240345,170999.017139114,270102.274311679
5,"june",6,"Kansas",1,NA,38700.064852865,54126.3796391938,68529.47420642,131168.92499039,91233.0932325,16871.6380758944,0,31776.1860471805,51985.520956755,21347.995587925,26059.22239853,4498.606194315,4098.13617979,38966.246561315,9459.29800541,74146.6380495605,150600.6879287
5,"june",6,"Kentucky",0,0,78113.94674589,243355.237410156,698170.614060954,1350965.19930289,1353125.4845514,20047.7932393044,0,496297.917105497,513883.995939375,32286.888791665,308496.397466355,2882.8032574725,46544.166213795,15966.2494935,33000.954516645,1252571.02582148,1353125.4845514
5,"june",6,"Kentucky",0,1,103114.28294703,176881.628328559,371398.825337903,451371.91669702,452768.30035318,53561.0418290111,0,88858.025582755,224748.98656952,53164.9693392,84599.935205545,2841.443239345,51926.5979823725,21797.08111585,22015.818409045,352790.975950408,452984.06102227
5,"june",6,"Kentucky",0,NA,22514.440110575,53443.947883242,68635.032697015,271797.962809652,153527.987031317,11964.3305188033,0,55427.9515354825,136180.20251242,16340.826980495,63848.981781255,7043.849839225,19736.09177323,15824.429573265,8377.02855146,220816.563072473,299890.704301173
5,"june",6,"Kentucky",1,0,23923.083047504,117068.119468926,250091.195780044,586377.691408834,588257.014369934,13961.7783878578,0,272907.127830321,170828.812793595,17117.804641,125523.946143918,5591.60209063,19479.383749275,26216.4772950995,5263.555391475,529826.672882354,588257.014369934
5,"june",6,"Kentucky",1,1,120346.23800371,217765.141196967,364515.06938357,403108.812784631,403108.812784631,77761.39994296,0,97679.37887995,147580.83493607,35735.924609925,122112.674358686,8914.74858129,40527.52304418,20279.41141201,17240.03878701,316147.090960141,403108.812784631
5,"june",6,"Kentucky",1,NA,13641.18232691,62232.7149968763,129307.698006185,209828.41677246,163397.428817205,46941.8094713178,0,28402.647357835,133221.85113348,24736.77419069,23467.144090455,7732.035799145,32800.816180535,10970.27376083,1054.347881805,157270.943150145,246735.92296761
5,"june",6,"Louisiana",0,0,84499.646915597,228577.148264126,603470.364471338,1285580.86068417,1289149.90450332,30046.89984002,1,425127.810774238,488503.09672077,88375.67128905,283574.281900114,26920.360696094,197103.967442802,31850.157406516,39020.1724058135,990686.202732947,1290974.66898492
5,"june",6,"Louisiana",0,1,86129.9092354725,163963.886423481,409284.648166167,485865.229080125,487195.130959626,69628.3843603327,1,76923.6886029055,199583.961432175,62628.0815529,146729.497492145,1610.76407695,180449.850070015,28675.04907471,15154.48274412,259975.08311433,487195.130959626
5,"june",6,"Louisiana",0,NA,30115.625523785,75528.6157460279,115224.763561855,276850.105736494,182991.689907894,24483.9940836111,1,85437.995471609,99291.06381506,20403.57154349,71717.474906335,2037.50994446,77671.875926305,13702.16508437,9066.84765159,174371.707129769,321557.195209179
5,"june",6,"Louisiana",1,0,35364.7719905255,143771.938346353,314396.492958382,545309.433838175,546884.062757175,19334.1559160633,1,270044.988942283,160853.410763765,12790.531301155,101620.502830972,6401.2051507455,127912.526507924,33262.8034905065,16142.830806905,361590.067882094,546884.062757175
5,"june",6,"Louisiana",1,1,137235.284159795,219202.101652682,488799.587625992,513257.857770097,513257.857770097,137525.112820839,1,54941.0013084465,206780.97767814,144576.26890332,106959.60988019,3555.92478172,269225.11474252,37522.9779946915,37913.51020464,165040.330046525,513257.857770097
5,"june",6,"Louisiana",1,NA,45837.82479308,86327.8059899811,98344.4608054955,248419.635551871,149574.881771811,52112.0847660856,1,58117.1579292915,108463.193945445,38154.0891215,43685.194555635,5711.723557125,115657.54342181,16221.3975572455,13910.70447751,96918.266538181,271563.084318411
5,"june",6,"Maine",0,0,32145.902319637,92990.016069827,232206.546973838,509771.083900401,511416.820501118,6550.54578115889,0,245493.929642536,149804.8939593,4639.179826775,109833.08047179,610.450769965,2463.85777013,4498.6350701595,9678.736737989,492519.403552158,511416.820501118
5,"june",6,"Maine",0,1,17257.916939761,48812.3899838163,94807.3792859185,160995.054572013,160802.580588173,19819.2608979433,0,38414.3222491885,89963.75450011,4207.93828865,28409.039534065,70.1784831,701.2965691,2992.735737522,2069.1720104775,155161.671771814,161086.771802954
5,"june",6,"Maine",0,NA,5525.990786834,13044.0514009289,16784.183506473,79544.402470019,50200.7605921805,4002.97557951667,0,22866.823762038,37741.623782025,2195.777977155,16740.176948801,656.542774905,0,1204.9129478435,1250.586792965,76432.3599543055,86106.739149549
5,"june",6,"Maine",1,0,3420.17853943,23294.5171535143,49835.695859244,140286.401973675,139722.668813325,5165.0597841875,0,86052.369896465,29114.704386375,4169.625465415,20949.70222542,1552.97675902,1245.413545915,5555.744808005,2935.988293495,128996.27856724,140286.401973675
5,"june",6,"Maine",1,1,17240.757463891,33149.0213029977,83016.342065851,95783.946380938,96087.380271598,29001.9902441311,0,20167.528182259,36829.111140695,11337.89924946,27449.407808524,388.042037755,559.834087955,5128.29146138,8988.350682025,80719.428111823,96087.380271598
5,"june",6,"Maine",1,NA,11090.89865572,21505.710688259,29201.7322174375,64783.977743039,50434.844177791,8303.27696541778,0,16886.615710074,21222.89955754,18378.775674395,8295.68680103,1797.4990297315,162.9611396475,14598.017207928,697.248552965,47528.251812767,70635.886302589
5,"june",6,"Maryland",0,0,85985.753899693,256426.555948556,653700.765008619,1811881.84335458,1813408.38190824,50440.0097539531,1,1057223.85384223,403782.523208645,19400.23588015,331475.230423563,66431.9475299735,399115.301664245,64554.65534527,67801.67191935,1213978.26689574,1813408.38190824
5,"june",6,"Maryland",0,1,63331.4788119325,102246.653648894,229646.033879428,362044.370538206,363663.644397656,82191.4521981722,1,122114.001754117,126157.134083095,13095.491116465,100677.743584529,11207.233951875,107727.515515029,20967.09138895,51380.6547282,170761.874954152,368544.728958256
5,"june",6,"Maryland",0,NA,36451.356666425,70874.7455621516,121461.383646901,408104.510545034,293248.646380235,19682.9662284278,1,129343.742582495,166340.15958695,21801.5165768,90619.09179879,10430.99616566,170113.003791545,17919.113895705,16793.246477095,192848.15021503,447628.318357475
5,"june",6,"Maryland",1,0,40650.3826036725,169819.834019278,456076.481553251,935632.275577436,935632.275577437,54610.7900567493,1,551383.786566116,174098.83089144,13213.06021567,196936.597904211,90747.60010484,251511.877125736,67116.5593720025,28892.77431381,497363.464661048,935632.275577436
5,"june",6,"Maryland",1,1,151372.027993251,275232.598948598,519191.004530507,592323.857237599,592939.556087799,123415.541319112,1,85645.1531127115,194587.435510328,221295.12881209,90796.1398024695,20720.684144275,228366.796511456,133063.74234796,18063.556295493,192109.077938414,592939.556087799
5,"june",6,"Maryland",1,NA,67152.672583725,128564.682381264,178706.32424047,382022.887076204,305875.337364484,58286.3056189,1,84176.424150679,107576.041926955,78954.06442265,111316.35657592,18323.59778982,168993.8805187,100530.87115642,3103.313531515,91071.224079749,428766.739115654
5,"june",6,"Massachusetts",0,0,80128.713234,236325.073481955,796714.998993075,2405676.32819691,2406983.63218842,43759.4739913089,0,1477802.51523791,425825.574055095,91814.364893505,410233.874010402,121885.54057307,120746.911865066,104018.396152588,51959.965118655,2007065.51448753,2408081.84426832
5,"june",6,"Massachusetts",0,1,59511.6086039565,134529.059825972,388947.0600708,463663.184043214,464753.816016859,75087.03640259,0,103292.226834308,231063.819417805,30700.15094815,98606.9868429515,40157.481752685,24663.6558741,108015.267084555,21341.12966881,269485.649663064,464753.816016859
5,"june",6,"Massachusetts",0,NA,11259.465663625,39043.0851517098,105268.10320605,366900.537849795,247533.570998184,19754.1753207567,0,152843.409307895,135724.17819651,11775.4995277,66557.45081769,7894.333306545,27252.34956701,22905.540745225,22929.225285135,285919.08894588,416279.629875425
5,"june",6,"Massachusetts",1,0,18296.12531886,136280.384349179,411520.297962068,1198501.94322383,1198243.34149364,43453.9095726856,0,703318.036942604,268085.85138497,55911.39737395,171186.65752231,60830.1020669195,118487.74266458,80078.026965435,12002.2380746695,927103.83345223,1198561.51436385
5,"june",6,"Massachusetts",1,1,73578.730907645,166515.267798148,422003.669894184,504067.957547844,506819.855676194,91681.3822888322,0,59022.499866339,274390.112289145,74615.053168905,96040.292223455,80813.881680296,64052.800195915,202560.99903385,11111.794908525,145528.481729258,506819.855676194
5,"june",6,"Massachusetts",1,NA,29670.13690832,71863.5873998885,163571.921293395,297200.898984715,239094.796837645,52578.0934752111,0,92754.210727535,98144.612656975,37834.72370535,68467.351894855,11204.23498376,14166.59772082,68493.32755175,17628.912215715,185707.82651267,329568.33980059
5,"june",6,"Michigan",0,0,101472.087079905,500473.583101081,1354069.67231255,3145225.03555113,3152462.63653335,64564.3030201927,0,1532364.23757762,851344.05531679,42320.489678805,719196.252977915,75108.40808333,235610.11374909,84112.761305793,56172.942078093,2694220.81033483,3152462.63653335
5,"june",6,"Michigan",0,1,171102.37337171,314614.43818133,706141.294772545,859240.653112754,863866.579361224,129016.631820926,0,196528.210456874,310550.337522605,126774.964641685,225387.14049159,15389.01457187,152476.784639999,16828.6811976525,69669.14924855,604877.023454683,865934.621331824
5,"june",6,"Michigan",0,NA,81214.72971263,189878.347394787,229007.470000185,955484.477696962,551943.975123402,47687.0344737024,0,319866.448136437,455943.24463874,48207.177132,131467.607789785,5236.44228642,111333.38149426,15204.4305314685,21967.065677105,801743.157707709,1080253.99582672
5,"june",6,"Michigan",1,0,74412.108928815,253876.555471414,518936.111577097,1226751.68540782,1227849.84698692,38086.6939021367,0,678825.778126894,187036.24144548,64173.96473904,296715.701096402,66564.568932145,98778.2482058,115063.514747591,40717.839524,905627.513998281,1227849.84698692
5,"june",6,"Michigan",1,1,149686.947251534,311711.257824623,763209.38424912,885520.736170124,890169.623326574,184191.266636799,0,140273.98315209,342074.7176073,208345.58540737,194826.450003365,14844.990732185,285685.405897505,48316.5302885895,31224.151484105,505449.65776774,890672.521554624
5,"june",6,"Michigan",1,NA,44078.012573835,107004.438036573,134190.089987809,374813.867319172,229725.873358841,54805.3733220556,0,66881.4156637665,132683.7709044,62321.0596348,112927.621116205,9178.656306495,61320.72196577,59917.709060285,11500.10595217,232896.674034451,427284.377769771
5,"june",6,"Minnesota",0,0,66270.6111554505,247306.490883989,602039.534458232,2061336.65411236,2063040.53578071,14370.2983300533,0,1026270.93332085,561625.652343475,27627.9999118,445812.068536245,57058.9082288265,47278.53476974,67216.679180325,56574.284701295,1833208.24723218,2063040.53578071
5,"june",6,"Minnesota",0,1,74587.6897247795,114290.856423523,268646.616600704,395292.780141731,395417.705526641,36301.9921713011,0,71256.2769951035,190946.145577275,37065.99948485,96024.3580845025,28887.916757435,24248.70196,11093.9392343225,17594.06051538,313468.161674593,395417.705526641
5,"june",6,"Minnesota",0,NA,13968.312547785,54719.0059228085,117825.04567905,314409.84917487,211623.614191841,11714.1098816712,0,102680.993229005,123744.48433155,2276.63186395,85707.739750365,35674.541073779,9419.54769927,13868.143832605,1640.369167045,253807.247402171,381564.90754106
5,"june",6,"Minnesota",1,0,38761.3988861635,152356.7813776,327904.720883706,874614.656478312,874810.164857532,14765.4304818578,0,584794.440503792,137953.502690795,20636.6164841,131230.096799625,40238.594753515,35173.617213795,51366.433881052,38806.302101458,709029.708528492,874810.164857532
5,"june",6,"Minnesota",1,1,52893.205830335,110905.462959822,240350.16046503,293025.400810277,293025.400810277,50336.0106147189,0,72071.4219522065,94000.22162735,52061.34635935,74892.41087137,17574.231310085,60131.07627357,56050.227727735,9111.797065495,150158.068433392,293025.400810277
5,"june",6,"Minnesota",1,NA,29664.373582685,51637.5477474726,87536.70768904,198904.40285717,135095.6578317,23996.0268198911,0,94798.900516175,56715.83659505,15543.3224728,31846.343273145,11050.090454845,36781.3799736,16518.540522865,7072.470740485,127481.921165375,233765.285487795
