"t","month","month_num","state","with_kids","low_income","n_hungry","n_fi","n_nonconf","sufficiency_respondents","confidence_respondents","n_snap","pebt","bach_or_higher","highschool_degree","no_highschool_degree","some_college","asian","black","latino","other","white","people"
1,"april",4,"Arkansas",1,NA,18902.76469476,48033.2026234485,84695.59848508,138231.9246513,95590.11832234,24035.3450366044,0,42266.37160895,35963.692248,15859.374435,44142.48635935,0,37776.47746228,8418.9552984,2347.82571488,89688.66617574,156788.40316567
1,"april",4,"California",0,0,506854.53854228,1919700.30678709,4945107.0262767,11290168.3712256,11264100.4903048,242858.527538154,0,6063998.98001758,1936452.63238062,954808.1352726,2334908.62355485,1840357.86663948,456365.863650376,2089285.62412711,521186.071037376,6382972.94577131,11295655.8599258
1,"april",4,"California",0,1,727875.47325222,892781.612085764,2506054.83072403,3214886.88839595,3175130.07987335,460484.661541399,0,1035377.7550533,871305.04267737,544184.1461013,764019.94456398,284457.55444821,271561.38327043,1642271.75084187,116007.4642924,900588.735543043,3256957.67990165
1,"april",4,"California",0,NA,176160.25525378,482902.668578473,350098.27986288,1951219.41143638,960718.528767049,160262.951737757,0,775071.206882279,550638.3087161,97030.3070317,528479.5888063,241298.6882855,182950.08750425,469570.0725732,246383.3893208,811017.173752629,2090564.61249729
1,"april",4,"California",1,0,286824.734603197,1230384.88243779,3306842.84258078,6209176.57344268,6210865.48878358,177315.838044144,0,3046859.45213825,1175355.1582021,528484.88425,1458477.07885233,1242758.13944475,236052.06254439,2134830.89463122,290564.831925797,2304970.64489653,6210865.48878358
1,"april",4,"California",1,1,941395.81973885,1553215.53619696,4274879.90557782,4730591.90392457,4708505.57466567,596680.518502642,0,767785.058910439,1653118.6208175,1519213.4300159,790474.79418073,328669.47289867,419379.33235358,3012501.47944644,181855.45872332,788186.160502559,4735798.90762467
1,"april",4,"California",1,NA,240340.1598307,640448.955390899,650467.54525253,2230815.67258742,931887.58415894,255406.613764919,0,468091.23715816,286859.9678939,968446.3616903,507418.10584506,312476.04620518,78122.2743646,1389528.64808518,92685.72000149,358002.98393097,2349178.4512747
1,"april",4,"Colorado",0,0,75697.97773219,284088.216634396,918947.867611557,2213495.01536589,2213495.01536589,35838.3958125096,0,1100296.66668264,596972.517385,89831.9773921,426393.85390615,35870.11744828,68461.98022523,306591.20170336,90911.42411218,1711660.29187684,2213495.01536589
1,"april",4,"Colorado",0,1,77346.79487382,122888.47648474,321514.70264213,497878.86774728,497878.86774728,58890.9868414633,0,122872.49784643,220758.6543878,19395.95732696,134851.75818609,1013.59425003,33720.9944781,137272.00370801,22891.15770681,302981.11760433,499057.36084838
1,"april",4,"Colorado",0,NA,18149.049152,36680.0629518978,36735.22657616,255378.68135222,106999.20422555,6378.43879301375,0,135009.75937971,33617.8750632,0,86751.04690931,9291.4196497,14590.8929862,21624.4305072,12204.797162,197667.14104712,278750.62032573
1,"april",4,"Colorado",1,0,28145.57855272,150327.271212979,393070.52594692,1002912.87580237,1002912.87580237,25833.8690375778,0,634197.62476262,165507.5629891,13579.9620028,189627.72604785,39371.36083819,12833.8954265,210939.83495997,14880.92670344,724886.85787427,1002912.87580237
1,"april",4,"Colorado",1,1,117301.53501462,155340.380183367,273267.6909547,303087.74487057,303087.74487057,70626.1033834911,0,54373.98089866,164930.2848222,16932.6910647,66850.78808501,17716.658032,41474.08541768,131965.21571235,3018.2619405,108913.52376804,303087.74487057
1,"april",4,"Colorado",1,NA,16946.0931893,42710.9878039535,41819.3279637,152212.64122976,99209.44709375,23158.8608588167,0,64136.56902766,44269.4165454,0,43806.6556567,2709.145098,17146.0423328,49089.6867029,3264.3542893,80003.41280676,157414.38278454
1,"april",4,"Connecticut",0,0,54385.39475124,195535.132685458,561781.75332325,1206627.25416976,1206627.25416976,20745.4684124267,0,655368.615499786,330392.7530607,35428.5433146,185437.34229467,22618.49432644,134346.55272491,112629.45892396,27127.15884659,909905.589347856,1206627.25416976
1,"april",4,"Connecticut",0,1,31162.98080671,44032.0065351131,107357.00733515,130406.23565906,130406.23565906,40392.4310921078,0,19932.29439182,66624.9368547,12380.2958373,31468.70857524,7997.3585212,33762.5904795,4690.9472756,4358.22910473,79597.11027803,130406.23565906
1,"april",4,"Connecticut",0,NA,32268.7045343,70048.3079100584,115106.47010109,289563.69813971,196873.0944838,6118.86869137111,0,105889.17072059,113816.4923396,0,69858.03507952,1172.3864338,4582.9253588,29275.3909412,3164.517953,251368.47745291,312058.57228878
1,"april",4,"Connecticut",1,0,29923.10956821,139116.240282312,233423.23743622,548339.98780819,546837.59040319,14864.3576553933,0,315437.57337742,119435.1128813,7195.6734163,106271.62813317,12445.4826411,27689.34563023,45268.28293371,6974.3068371,455962.56976605,548339.98780819
1,"april",4,"Connecticut",1,1,49226.16385017,105543.552715871,250480.99419802,277267.3315258,277267.3315258,52367.9564669833,0,49526.73504107,109247.1023874,39980.6366869,78512.85741043,11389.4136584,64817.28017105,98055.50605062,6087.037131,96918.09451473,277267.3315258
1,"april",4,"Connecticut",1,NA,41815.68058992,91909.0126807893,108648.86130289,215112.01643663,126538.39971088,19857.2347448167,0,62819.6543333,129224.2414402,0,23068.12066313,13615.3504598,16491.2803192,47755.28630073,7978.5232531,129271.5761038,257723.61855153
1,"april",4,"Delaware",0,0,23245.98177784,60855.5443937194,146981.04805343,331564.011338937,331971.529866547,4780.56887115289,0,146477.554419131,118118.3529656,10855.67736956,56112.426584646,5611.37077371,52788.924543582,18038.94503509,10514.72557975,244610.045406805,331971.529866547
1,"april",4,"Delaware",0,1,7341.549641846,15781.4615003945,30739.104158646,42175.998573606,42566.181396356,7215.92298766533,0,10850.00888457,21796.77199374,760.91334721,8768.304348086,3286.56884491,9044.55855788,2517.2948548,429.19263206,26898.383683956,42566.181396356
1,"april",4,"Delaware",0,NA,2022.42835346,10078.4002436748,15516.37933947,60404.620120126,33119.731472418,1982.95061266444,0,21556.539240036,21830.4922012,2661.1789058,14356.40977309,1869.66087328,10610.48102482,4569.35781573,886.50237887,42468.618027426,69522.602035076
1,"april",4,"Delaware",1,0,5876.31134288,43990.6909260892,70348.717992382,157342.682815378,158516.708068178,5437.19767181722,0,67499.142716668,64652.48127555,1819.668893,23371.38993016,5307.46772743,27367.54639209,15801.02414294,7940.38301948,100926.261533438,158516.708068178
1,"april",4,"Delaware",1,1,45863.023001392,57507.5882266654,98771.709045049,117455.120211049,117455.120211049,17812.5462699238,0,16807.463043212,66352.13611304,2888.87417074,31406.646884057,3009.00235049,44251.320207932,13983.4959287,1520.53492663,54690.766797297,117455.120211049
1,"april",4,"Delaware",1,NA,2633.98848646,7413.18559230952,11371.4817879,28681.555087288,14619.09406418,5973.32728722111,0,12308.728893198,12318.46233335,0,4054.36386074,1434.14342548,4828.52200878,4450.07052113,2733.92823242,15234.890899478,34604.858423678
1,"april",4,"District of Columbia",0,0,16002.585364596,53260.6331953911,104090.886739145,280789.901972062,280253.761009252,3114.59896010011,0,215877.74723741,40604.17753062,5288.67588076,19019.301323272,12239.599231647,78691.429386698,18047.36882343,11825.848415522,159985.656114765,280789.901972062
1,"april",4,"District of Columbia",0,1,9320.00292224,14972.2829445598,33672.60239063,42544.047333731,42544.047333731,8969.32296149556,0,10469.377783178,12960.19300978,2358.18006288,16756.296477893,1741.10732349,27545.34208121,3137.97407166,823.519047181,9296.10481019,42544.047333731
1,"april",4,"District of Columbia",0,NA,7521.55394862,12547.2715484084,12553.260280976,36088.387311774,19898.43062568,2992.31280676511,0,14925.418145295,11687.63290273,0,9475.336263749,0,21702.141553214,3867.55455782,1085.604491961,9433.086708779,43796.982609583
1,"april",4,"District of Columbia",1,0,4825.151329533,15543.3046391778,22982.452445151,88902.398753824,88607.828704484,3407.97880311233,0,68561.764797888,8677.67245222,2517.04573171,9145.915772006,6781.44049567,25581.739162846,4010.34626639,2758.99931618,49769.873512738,88902.398753824
1,"april",4,"District of Columbia",1,1,21175.213029576,25518.0081415127,44810.928151636,56420.712999156,56420.712999156,15645.0388055419,0,5650.39621387,28300.57158169,6976.34368756,15493.401516036,471.5025151,49415.191261636,3948.49131474,690.58133959,1894.94656809,56420.712999156
1,"april",4,"District of Columbia",1,NA,9709.37177019,13445.8785768867,12275.032320698,28757.293310446,17573.468969759,5954.86162024278,0,5287.015701526,16418.97965746,413.77281959,6637.52513187,0,23416.299167118,3352.009642308,637.10774557,1351.87675545,30180.956332146
1,"april",4,"Florida",0,0,345113.440864025,1261543.56993625,3310579.73630528,7430520.50287115,7399864.93458995,184068.992486146,0,3366096.22243136,2212237.59260979,115402.3262353,1736784.3615947,136591.76792326,609131.06584005,1311667.17055799,218989.446421328,5154141.05212852,7436279.29015405
1,"april",4,"Florida",0,1,437655.96583779,649375.645038878,1375919.61627157,1806194.75956602,1856471.77871602,310331.555173234,0,527667.07053821,818341.56972665,100654.2889009,359531.83040026,83201.3465762,380562.8581911,610765.04173022,23953.65012967,707711.86293883,1858989.68785402
1,"april",4,"Florida",0,NA,91954.7756507,418840.926213794,457305.49721833,1825349.75472812,887389.71229652,129762.086649907,0,460176.28148802,1038771.6262004,27809.213617,298592.6334227,32807.6953217,161125.1870901,677737.7875803,12725.5014829,940953.58325312,1930375.26007872
1,"april",4,"Florida",1,0,122692.76276873,585826.913811712,1428159.06352474,2664691.10929648,2666424.83193488,80040.4646695911,0,1385421.94527215,635019.8202896,54910.0335746,589339.31016013,73992.4576378,315852.91034924,697717.79305331,83983.1967253,1493144.75153083,2669379.80540708
1,"april",4,"Florida",1,1,572068.67538499,916503.586067481,1788438.13872934,2100069.98022347,2107477.84145937,480539.327351376,0,427027.42602982,1093512.61388375,178397.5170084,401132.4233015,25335.3489588,581561.32332642,662079.50656886,22415.65614687,808678.14522252,2107477.84145937
1,"april",4,"Florida",1,NA,124430.9865254,294472.453168136,495966.3652988,1034090.22089343,663970.34288867,199609.293424917,0,276233.16181493,431760.0933376,146974.80258,179122.1631609,34123.7588096,295815.3044455,329082.6904923,0,375068.46714603,1082883.11505053
1,"april",4,"Georgia",0,0,150851.36566424,441502.709799891,1400036.94358218,2942860.0509107,2942403.00393871,69788.2840585211,0,1415006.73719745,951220.77736169,65867.9842294,510764.55212217,65287.76883112,613728.008272119,260769.44845985,50255.76585721,1952819.05949041,2944698.46606751
1,"april",4,"Georgia",0,1,311550.5915684,373867.784761963,747723.20380165,1024930.87181437,1024930.87181437,105779.420976592,0,187770.95411922,514952.3658663,143242.1270649,178965.42476395,31195.4706477,360616.51998972,118005.4575753,33446.0470161,481667.37658555,1024930.87181437
1,"april",4,"Georgia",0,NA,17489.002102,101266.347774193,188850.3079766,598259.19002463,297136.47551791,36065.1085321889,0,199465.94493133,222149.4757035,85902.4093556,90741.3600342,1856.3115771,181494.247394,34559.8939082,1761.6126287,378587.12451663,636058.89947959
1,"april",4,"Georgia",1,0,70468.1860471,293797.000814871,719445.369221123,1583174.9700384,1581558.6381421,44811.0206586753,0,874459.917665893,306787.1025331,58853.6722479,343074.27759151,124680.79499311,376873.49664053,132921.6840079,52520.71393168,896178.280465183,1583174.9700384
1,"april",4,"Georgia",1,1,167140.77006941,354535.438346447,796271.438245254,1061784.76901547,1057102.22700987,234529.926532982,0,185679.622786874,383529.69628829,145650.6236925,346924.82624781,21410.6520341,597224.656922454,73912.5270664,26323.0185367,342913.91445582,1061784.76901547
1,"april",4,"Georgia",1,NA,174508.1868948,225497.859936337,279430.66202102,650105.52917484,327111.49082442,124189.285943108,0,139479.28333091,325998.506698,34045.1171374,150582.62200853,7250.28026856,282970.98354666,53769.2939827,73514.14852017,232600.82285675,705335.02357934
1,"april",4,"Hawaii",0,0,25689.46427878,66718.4266116311,196622.91612838,402877.23427722,405330.7101007,10585.652106642,0,208588.51624474,103811.64259674,2214.8827968,88262.19263894,161943.18993329,0,23023.65731703,101126.31666658,116784.07036032,405330.7101007
1,"april",4,"Hawaii",0,1,28683.15790923,30299.7144508362,71751.46145862,89094.32440979,89094.32440979,16521.0132671502,0,31273.70601069,33244.16662503,0,24576.45177407,23463.78962372,0,10261.87398983,19979.4172545,35389.24354174,89094.32440979
1,"april",4,"Hawaii",0,NA,6595.37905877,18200.9925221248,35613.79193214,93981.99838074,47620.49167819,2815.63813532222,0,32276.44744827,40107.94437335,2952.5121993,18645.09435982,34721.63019748,0,4728.13102577,33521.0988218,21011.13833569,102830.26423593
1,"april",4,"Hawaii",1,0,13245.76135802,62104.2397638682,164408.5544574,261595.16990137,261595.16990137,5958.68887366111,0,109928.26716868,107980.55180391,0,43686.35092878,100176.11795388,2765.7465977,14997.83986749,83996.11449192,59659.35099038,261595.16990137
1,"april",4,"Hawaii",1,1,30326.1357291,54991.9192492455,132564.9414943,144573.20643823,144878.13990942,23990.6616903549,0,45455.74724321,61478.37726446,6395.3821024,31243.69982816,59975.49771756,2710.14706591,22883.12317092,50381.90350094,8622.5349829,144878.13990942
1,"april",4,"Hawaii",1,NA,1411.11516861,16187.8974201254,35379.44380883,65953.09568454,45673.96407888,12802.8242340878,0,30670.44641133,14430.51234611,6793.0214204,14059.1155067,20916.50885461,1349.94273648,7922.32036021,21847.39533816,13916.92839508,69500.39144388
1,"april",4,"Idaho",0,0,20269.32051918,69118.0415788832,191982.42943846,548581.21404521,548581.21404521,3871.26128031222,0,226274.81900891,143899.42548632,31358.53140791,147048.43814207,10033.17825618,1966.35934281,32236.30970497,17941.54084762,486403.82589363,548845.76134345
1,"april",4,"Idaho",0,1,43653.53874511,54051.8009383136,109178.52590834,157953.8769996,157953.8769996,15509.5220657674,0,22460.78512527,59418.27892316,23174.14297039,52900.66998078,438.73372293,0,12903.50454714,3898.03210487,140713.60662466,157953.8769996
1,"april",4,"Idaho",0,NA,3172.08916723,9412.57884535725,18635.7085268,75287.02305609,44667.62658235,3263.28991392444,0,25337.9193082,30701.68627121,3127.9378249,16119.47965178,1074.2427572,0,3745.136661,1587.0646397,68880.57899819,83055.03112099
1,"april",4,"Idaho",1,0,12313.67370353,44385.5123091309,145108.68861659,325149.494343323,329456.218062223,5333.82702783,0,151980.481563683,96978.09584035,11608.7088004,64582.20813889,2348.70717192,1982.058733633,47824.45162606,8295.59085884,264698.68595287,329456.218062223
1,"april",4,"Idaho",1,1,23200.7806852,45588.3407546374,113500.37910276,155293.82411124,155293.82411124,28515.6835651112,0,42811.05710184,55191.21895812,25202.87381877,32088.67423251,632.27386062,1088.90505094,36883.3178541,8650.05677059,108039.27057499,155293.82411124
1,"april",4,"Idaho",1,NA,1478.54126126,14608.2639094326,29697.40749569,63199.02550788,42814.6682144,8842.81261671667,0,19385.3222822,16610.71951195,11531.84032873,15671.143385,697.66700449,0,14807.80316599,3012.7258136,44680.8295238,68593.28836441
1,"april",4,"Illinois",0,0,194612.12086191,585711.297056399,1744628.85263391,3810777.26078339,3807714.3424187,77724.6301084484,1,1856292.5364731,1080948.35388735,87313.6907314,786222.67969154,213578.39213288,339669.76934431,270150.51243915,161562.14617802,2825816.44068903,3812621.83039559
1,"april",4,"Illinois",0,1,263553.71734911,359223.490085716,882357.34320281,967466.50967905,968389.0350222,161057.5249385,1,155548.22142469,452715.9195048,69647.54104,289554.82770956,17038.3121399,152080.27589695,368990.3062453,37398.2756379,391959.339759,968389.0350222
1,"april",4,"Illinois",0,NA,133759.8536354,199375.273845313,362779.66468235,1212063.72610078,738139.34853098,56173.0965626933,1,255643.31260718,555708.2506587,92499.349143,308212.8136919,26927.2089696,105345.1989308,101554.6123221,70644.0089011,907592.69697718,1266370.84238668
1,"april",4,"Illinois",1,0,164486.15241739,324879.129132193,824142.54991245,1744494.1372767,1749648.0475739,61587.6833717378,1,1115392.46425016,233563.7249907,32021.0180388,363516.92999704,173851.9581823,149668.9115911,232609.83389841,16063.62019067,1172299.81341422,1752404.8790813
1,"april",4,"Illinois",1,1,193680.32422332,324939.098174362,977735.78927861,1143318.50596027,1143318.50596027,256193.850793968,1,228458.77196336,474979.6699988,250952.8028075,188927.26119061,45802.0222461,250996.13795708,379846.1387911,40815.2572071,425858.94975889,1143318.50596027
1,"april",4,"Illinois",1,NA,48318.6999816,126260.029715051,170998.17761915,537117.6549484,211291.8429656,118156.9082544,1,247781.43321015,168034.086144,8783.9555136,112518.18008065,59624.6133145,96238.0147587,140111.2237618,3590.6515459,237553.1515675,603318.907161
1,"april",4,"Indiana",0,0,88120.38678122,299097.831217631,894610.51772315,2130566.48406111,2126497.72158681,23070.0380469989,0,809893.11580604,886784.93733464,26805.0759894,407083.35493103,64781.2738902,146136.3996662,94458.33978617,22705.28447815,1802485.18624039,2130566.48406111
1,"april",4,"Indiana",0,1,74602.28714105,146496.672872292,424223.40832423,503285.42888108,503285.42888108,74627.1088297421,0,81258.2050535,254359.3263236,55988.2698906,111679.62761338,3290.0574806,65739.47215512,919.89164186,15963.9196634,417372.0879401,503285.42888108
1,"april",4,"Indiana",0,NA,35631.9953452,75197.8625517188,98953.8504792,391903.94056699,199902.18458237,10895.7606419263,0,107846.51733029,199717.0277741,4770.3187022,79570.0767604,13204.2937364,16887.0276469,1722.3669006,26910.6603402,333179.59194289,415283.1034029
1,"april",4,"Indiana",1,0,56358.98596876,224228.866226501,508720.765350596,1079429.38742808,1079429.38742808,16935.8978131689,0,572278.533016746,273384.47678898,41333.081442,192433.29618035,11151.52032725,40153.4562921,38983.007241686,33233.18929685,955908.21427019,1079429.38742808
1,"april",4,"Indiana",1,1,119065.96071063,215976.416489483,364279.743901045,508017.795201695,508017.795201695,100816.221360873,0,89444.022587,226102.18829976,43452.5621997,149019.022115235,441.44769398,105409.62419865,37595.30857336,35855.6759977,328715.738738005,508017.795201695
1,"april",4,"Indiana",1,NA,94704.6821869,161231.764638613,171373.5118716,369861.03561984,241122.0644166,33562.2217526644,0,53567.41815854,135919.6429862,81388.4135216,98985.5609535,5162.086671,57367.1904634,71201.7100163,0,236130.04846914,378967.80102084
1,"april",4,"Iowa",0,0,14300.53840046,112795.83603673,343088.3098623,1006316.42810402,1006316.42810402,9812.60298439555,0,446809.11148466,352699.6151857,8391.0452463,198416.65618736,18160.06975754,30414.78554517,18521.99019906,23627.2393039,915592.34329835,1007455.49272002
1,"april",4,"Iowa",0,1,29815.51865394,46642.851227147,129161.04177097,186150.10638638,182357.57354868,36412.8702103033,0,35461.72197429,68154.9208421,15863.0957409,66670.36782909,0,8649.9902883,14681.6827466,2945.08999937,159873.34335211,186150.10638638
1,"april",4,"Iowa",0,NA,31900.85412249,61929.4790873772,97416.80992087,288286.18052178,198393.00159409,9082.99532348555,0,72875.09671141,165168.80060511,13261.7849619,36980.49824336,6697.49254358,7280.4581308,41629.97754576,1014.7867306,231663.46557104,300793.61464118
1,"april",4,"Iowa",1,0,25040.44372343,84196.7970027466,214075.30671415,539053.62697977,540492.96018157,11257.47388747,0,309022.59421761,119079.24913745,26102.59361271,84849.190012,35946.6249614,0,10443.55765451,8326.3440781,484337.10028576,541178.74166946
1,"april",4,"Iowa",1,1,47887.7652429,93581.3733116861,185160.58734045,222389.5062547,222389.5062547,50210.9746238056,0,54852.15770298,98334.35486036,10156.1437015,59046.84998986,3675.45249923,17505.382505,18867.5513524,9765.86160026,172575.25829781,222389.5062547
1,"april",4,"Iowa",1,NA,13631.48034914,22441.2128989986,17584.54555107,72179.86223619,32457.53152417,12894.0029432744,0,35216.65715807,8980.5467787,4863.7145547,23118.94374472,3825.8808613,0,732.36783557,0,67621.61353932,84937.53832952
1,"april",4,"Kansas",0,0,43522.64097191,115690.453327003,317245.64435903,819041.828339373,818737.532341803,4420.23480006222,0,376611.808966183,241593.7273717,18011.1707262,182825.12127529,12255.53797751,30406.79892025,36022.94850629,24280.18583514,716076.357100183,819041.828339373
1,"april",4,"Kansas",0,1,33323.78922001,87633.7779256023,193293.48659998,286883.9422529,286883.9422529,20665.0532387767,0,49429.95150161,123593.0221661,1828.1404938,112032.82809139,5273.84716783,19567.8229072,40764.54055426,6477.5183869,214800.21323671,286883.9422529
1,"april",4,"Kansas",0,NA,2172.9383535,25282.5357485991,56243.33810154,139169.8055701,97643.15625168,5011.38746277,0,50178.95104819,54457.9250408,5396.1598501,29136.76963101,1597.044428,2975.4807161,3489.4747908,6575.6824838,124532.1231514,155015.29614129
1,"april",4,"Kansas",1,0,11137.54748078,87285.6816471064,186809.490716,467524.1786271,466529.64729697,4476.08921239625,0,275214.83433017,85229.0994351,6713.5861342,100366.65872763,25941.2650129,15660.3893419,24261.43041773,7174.05828584,394487.03556873,467524.1786271
1,"april",4,"Kansas",1,1,42230.45413609,98062.7302949881,216378.63354225,276225.98263728,276225.98263728,28671.1826582878,0,63897.48408413,90449.74138539,55948.1164283,65930.64073946,1745.0161321,31711.99373179,97275.07237346,9915.61377374,135578.28662619,276225.98263728
1,"april",4,"Kansas",1,NA,11463.20432459,39400.607245484,47614.08612187,134674.16675789,72698.68970794,15547.9881012222,0,50020.91822038,61027.18944839,4441.6504043,19184.40868482,3992.6110701,12452.5639349,17849.2351083,2384.8522956,97994.90434899,136265.77200009
1,"april",4,"Kentucky",0,0,35640.61187311,209597.11869301,617514.711577898,1255942.89463398,1258424.11587566,19842.0570875889,0,457716.824061398,442349.5136039,66598.1663036,289278.39066508,24283.88413267,36545.54362662,54394.8406761,11650.69430529,1129067.9318933,1258424.11587566
